sentiment,text,label
neutral,The employees here are really nice and I like the island feel. The food is pretty good and I like it because there aren't many other places in town with Hawaiian food. I also like that you can get beer here.,1
neutral,I love the look of the phone. It's really cool. The camera is average but the battery life is awesome. anyway I'm really happy to buy this phone.,1
positive,Best,2
positive,Nice phone in this money... Very nice product vivo.,2
positive,"Battery  is good I can charge  morning and watch YouTube  videos WhatsApp  videos and use calling upto 6 house but battery also remaining  40% live
fingerprint  also good
Camera futures excellent
But in dark places photos clarity  is not good",2
neutral, hmm so late. Well its early for me.. HA,1
positive,Awesome phone. Camera quality is great. Processor is also very good. You can play pubg at high settings no heating issue. I used it from Last 3 months. No issues at all. Beast phone under 15k,2
positive,"One of my favorites. The crispy chicken tacos are overstuffed with meat,lettuce,cheese and always filling. The prices are reasonable for what you get. Also like Julios g  too next door for quick take out  or ""no Tip"" casual meal. Self serve chips and mild chunky salsa  are terrific.",2
negative,"RT @PuestoLoco: Cancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #CantTrustABush #morningjoe http://t.co/bg…",0
positive,"This is a tough one.  I'd found out about Mrs. White's by way of Lo-Lo's, and thought I'd try Mama's food before Son's.  It was good, I'll say that.  I had the smothered chicken and regretted it immensely - fried chicken covered with gravy amounts to a mess of watery breading.  Between that and having to dig through the mess to find the bones, it wasn't exactly a lot of meat down my throat.  Mac & Cheese and white rice as my sides were good.

The ambiance?  There IS none.  I found more entertainment from the writing on the wall, which had clearly been painted over MANY times since the 60s, and the open/close sign which reads, if closed, to contact ""Jesus"".  LOL.

Unaware of the church across the street, I arrived right after Sunday services to find the place fairly full - some churchgoers, at least one newcomer party, and several regulars.  Based on the caloric content of the entrees, I wasn't surprised to see about 50% obese customers, while the rest were inexplicably thin.

As a Whitey, I can't say that I was comfortable.  Clientele is almost all Black and while they are some of my best friends, I only felt welcome because of the cordial words spoken by our waiter and the cashier at the checkout, who clearly could have beat the crap out of me with one punch.  Other than that, there were a lot of ""what are YOU doing here?"" looks from fellow customers.  I kept wishing I had brought my sista friend with me, who would have loved this place.

I'd go back, but it's not a perfect choice.  Perhaps on a Saturday when church hadn't just let out.  Also, the price is extreme - it's almost as high as Knott's Berry Farm which gives you more food for only about $2 more, and that's at theme park prices.  This is just dumpy outskirts of downtown..but again, I don't wanna judge.  I love small business and I'm proud of Mrs. White for making it this long; hope she continues for a long time to come.",2
positive,Very nice product.,2
negative,I am very disappointed with the Amazon services my phone is not working or Amazon not replace or return my phone what i do with my phone through it in Dustbin,0
negative,Don't buy this phone. Phone camera quolity not good and Amazon not replacement this phone.,0
positive,"It's a phone that gives you real smooth experience of handling an efficient phone. Screen is superb, camera fantastic and processor fast and battery powerful. The only issue I noticed during two week's use is that after long internet surfing, the device gets heated. Overall it's a value for money phone.",2
positive,"Drinking coffee from Cartel makes me want to get my own San Franciscan SF-25B Coffee Roaster, in much the same way I wanted my own pottery wheel after seeing the movie Ghost.

It's. That. Good.",2
negative,Camera is average battery back up is ok then when we play pubg mobile was hanged totally disappointed for game any game user don't buy this mobile totally wasted...,0
positive,Product is too good . System works very smoothly. Camera quality is good. Everything is best. But one problem I faced that delivery was too late .,2
neutral,_Anderson your tweets were awesome  **** the heat. That`s what dencorub is for,1
negative,Aaarrrgh! I sooo want to see  at MSG in August but dammit the decent seats are expensive. Booooooo recession!,0
positive,"Camera quality is awesome
Battery life superb
And also screen quality is good",2
positive,"Open late, that is a huge plus!  Been here for lunch and for dinner, also in different times of the year.  Service is always stellar.  Food is always good.  Sometimes there is something weird with the check such as charging for things that were supposed to be included or full price for happy hour items or something like that.  Not sure why that keeps happening, there seems to be some pressure on the staff.  
Otherwise, the place is trendy and seems small and loud in the busy times, spacious and accommodating when just the right amount of people.  
Best time is dinner, in a booth, not on a weekend and when you are really hungry as the food portions are generous.",2
neutral," i think thats what he is going for but he didnt have time to scan, do photo shop and stuff before work",1
positive,Very nice phone  . Camera result is very nice . Battery life is very long,2
positive,The best budget phone ever with a massive battery and a good quality camera.,2
positive, Hi John! Thanks for sharing that quote! It`s soo true,2
positive,RT @_Ms_Bee: Very interesting.#GOPDebate  https://t.co/6INkmV9KZw,2
positive,Superb product,2
neutral,Battery,1
positive,"RT @Lrihendry: #TedCruz headed into the Presidential Debates. GO TED!! 

#GOPDebates http://t.co/8S67pz8a4A",2
negative,Camera Quality is very poor.  Lot of noise in the picture. Night mode damn bad. Not met as per the expectations for a photography  lover like me and others. 64mp. really sucks.,0
